lemma,bridge_rank,pos,,
brocchus,11106,Noun,,
assertio,14166,Noun,,
prusa,14166,Noun,,
sublabor,9184,Verb,,
peristylium,10193,Noun,,
ex(h)edra,17604,Noun,,
mendosus,8216,Adjective,,
exstructio,14166,Noun,,
appuleius,11106,Noun,,
callidromus,17604,Noun,,
dionysius,6216,Noun,,
pistor,5294,Noun,,
susagus,17604,Noun,,
parthia,8902,Noun,,
glaebula,13204,Noun,,
aposphragisma,17604,Noun,,
largus,12372,Noun,,
dispensatio,9796,Noun,,
heracleotae,17604,Noun,,
tianus,17604,Adjective,,
quinquennalis,11694,Adjective,,
iuliopolitanus,12372,Adjective,,
asclepiades,10611,Noun,,
cocceianus,13204,Noun,,
dio,4757,Noun,,
bule,11106,Noun,,
curatura,17604,Noun,,
intestatus,8659,Adjective,,
vindicatio,17604,Noun,,
epimachus,17604,Noun,,
pertribuo,17604,Verb,,
nymphidius,10193,Noun,,
lupus,6216,Noun,,
primipilaris,9184,Noun,,
sinopensis,11694,Adjective,,
amisenus,12372,Adjective,,
eranus,17604,Noun,,
suetonius,5946,Noun,,
promereor,9184,Verb,,
inflexibilis,14166,Adjective,,
obstinatio,9485,Noun,,
depositum,7285,Noun,,
amastriacus,13204,Adjective,,
astraeus,17604,Noun,,
aquila,8421,Noun,,
protopraxia,17604,Noun,,
ecdicus,17604,Noun,,
ponticus,10611,Noun,,
honorarius,11694,Adjective,,
decurionatus,17604,Noun,,
duovir,8902,Noun,,
adscio,11694,Verb,,
invitatio,9796,Noun,,
iselasticus,8421,Adjective,,
obsonium,6512,Noun,,
servatio,17604,Noun,,
proca,12372,Noun,,
amulius,7452,Noun,,
lutum,12372,Noun,,
sylvia,20965,Noun,,
pandora,12372,Noun,,
epimetheus,10611,Noun,,
praenomen,11106,Noun,,
terentia,12372,Noun,,
faustulus,10193,Noun,,
acca,12372,Noun,,
laurentia,20965,Noun,,
ludicer,7010,Adjective,,
alba,5531,Noun,,
cataclysmos,20965,Noun,,
irrigatio,15606,Noun,,
dudum,3422,Adverb,,
lineamentum,9184,Noun,,
expositio,12372,Noun,,
graeae,20965,Noun,,
laos,20965,Noun,,
laas,20965,Noun,,
brundisium,3455,Noun,,
vultur,7010,Noun,,
acra,20965,Noun,,
eleusin,10611,Noun,,
asylum,8017,Noun,,
cothonea,20965,Noun,,
celeus,15606,Noun,,
thesmophoria,20965,Noun,,
pulto,9184,Verb,,
argia,15606,Noun,,
tatius,6312,Noun,,
impluvium,11106,Noun,,
armilla,7827,Noun,,
compluvium,20965,Noun,,
aerumna,3393,Noun,,
conclave,4869,Noun,,
isis,6619,Noun,,
centuria,6414,Noun,,
fornix,5946,Noun,,
polus,20965,Noun,,
concumbo,5946,Verb,,
litterarius,9796,Adjective,,
saltatorius,15606,Adjective,,
loculus,5458,Noun,,
tutor,4639,Verb,,
co–operio,5850,Verb,,
accitus,13204,Noun,,
delus,14166,Noun,,
perpetuo,12372,Verb,,
plagosus,11694,Adjective,,
capsa,10193,Noun,,
bucca,6032,Noun,,
rhetorica,10193,Noun,,
imprecor,8017,Verb,,
oeagrus,15606,Noun,,
com–meleto,20965,Verb,,
membratim,11694,Adverb,,
suffetius,14166,Noun,,
curiatius,7285,Noun,,
aesculapius,6740,Noun,,
glaucus,7285,Noun,,
iphicles,20965,Noun,,
admetus,11106,Noun,,
alcestis,11106,Noun,,
pelias,5675,Noun,,
anaxibia,20965,Noun,,
bias,14166,Noun,,
musica,5675,Noun,,
linus,5946,Noun,,
argiope,17604,Noun,,
sarpedon,8017,Noun,,
rhadamanthus,12372,Noun,,
capo,12372,Noun,,
brassica,5946,Noun,,
phoenix,11106,Noun,,
paludamentum,11694,Noun,,
decumbo,9485,Verb,,
mola,5758,Noun,,
inspergo,14166,Verb,,
declamator,14166,Noun,,
spartus,20965,Adjective,,
chthonius,20965,Noun,,
udaeus,20965,Noun,,
hyperenor,20965,Noun,,
proclamo,5379,Verb,,
harmonia,12372,Noun,,
polydorus,7452,Noun,,
erginus,20965,Noun,,
veiens,8659,Noun,,
erepo,9796,Verb,,
nysus,20965,Noun,,
icarius,9184,Noun,,
issa,8421,Noun,,
maera,15606,Noun,,
catella,12372,Noun,,
immoderatus,5758,Adjective,,
suspendium,9796,Noun,,
oscillatio,17604,Noun,,
crustulum,10611,Noun,,
delectamentum,17604,Noun,,
delibo,7620,Verb,,
marcius,5675,Noun,,
compressus,11106,Noun,,
clitellae,12372,Noun,,
piratica,17604,Noun,,
deversorium,5458,Noun,,
fetialis,10193,Adjective,,
caupo,5531,Noun,,
con–stupro,17604,Verb,,
rubus,17604,Adjective,,
canusium,11694,Noun,,
transfiguro,13204,Verb,,
sublicius,17604,Adjective,,
respiro,5946,Verb,,
oppidulum,17604,Noun,,
aethalides,20965,Noun,,
tarquinia,17604,Noun,,
simon,6312,Noun,,
com–migro,10611,Verb,,
aliquantulus,12372,Adjective,,
carpentum,8421,Noun,,
clangor,8216,Noun,,
tanaquil,9184,Noun,,
trivicus,17604,Noun,,
beneventum,12372,Noun,,
asininus,13204,Adjective,,
inauspicatus,12372,Adjective,,
maleventum,20965,Noun,,
de–opto,20965,Verb,,
naevius,3176,Noun,,
semustus,9796,Adjective,,
novacula,7827,Noun,,
chrysorrhoas,20965,Noun,,
lusor,9796,Noun,,
praetexo,6312,Verb,,
bulla,7452,Noun,,
consedo,17604,Verb,,
ex–cal(e)facio,20965,Verb,,
optio,7452,Noun,,
astutia,7827,Noun,,
orbilius,5850,Noun,,
conceptus,8216,Noun,,
cunctator,10611,Noun,,
phrixus,6740,Noun,,
nebula,20965,Noun,,
pholus,9796,Noun,,
pertaedet,8659,Verb,,
tyrrhenus,12372,Noun,,
fundi,11106,Noun,,
iason,2944,Noun,,
aeson,11106,Noun,,
praetextus,8421,Adjective,,
alcimede,17604,Noun,,
aeetes,6740,Noun,,
chalciope,15606,Noun,,
graculus,9796,Noun,,
phrontis,20965,Noun,,
cylindrus,20965,Noun,,
deformitas,6740,Noun,,
peragro,5102,Verb,,
medea,3133,Noun,,
circumpono,10193,Verb,,
aeripes,14166,Adjective,,
anxur,9796,Noun,,
canalis,7010,Noun,,
differtus,11106,Adjective,,
inluvies,8421,Noun,,
ohe,6619,Interjection,,
inambulo,12372,Verb,,
absyrtus,11106,Noun,,
culex,9184,Noun,,
hadrianus,10611,Noun,,
histria,15606,Noun,,
alcinous,7620,Noun,,
sterto,6312,Verb,,
arete,13204,Noun,,
cerebrosus,15606,Adjective,,
dolo,7620,Verb,,
luxus,2994,Noun,,
lanificium,13204,Noun,,
devirgino,15606,Verb,,
capena,10611,Noun,,
crepundia,17604,Noun,,
absoris,17604,Noun,,
circus,6882,Noun,,
sambuceus,20965,Adjective,,
pola,20965,Noun,,
canta,20965,Noun,,
osculor,4201,Verb,,
tusculus,17604,Noun,,
fidena,10611,Noun,,
rubrae,17604,Noun,,
salarius,15606,Adjective,,
aeneum,11694,Noun,,
helciarius,17604,Noun,,
peliades,17604,Noun,,
pelopia,9796,Noun,,
pisidice,20965,Noun,,
hippothoe,20965,Noun,,
hospitalitas,15606,Noun,,
idyia,17604,Noun,,
recipero,8659,Verb,,
mermerus,17604,Noun,,
pheres,14166,Noun,,
aventinus,6414,Noun,,
capitolinus,5531,Noun,,
venefica,9485,Noun,,
creon,5850,Noun,,
menoeceus,11694,Noun,,
glauce,13204,Noun,,
quadro,5458,Verb,,
cocles,8659,Noun,,
absoritanus,20965,Noun,,
admeta,20965,Noun,,
subura,4585,Noun,,
oechalia,9796,Noun,,
alcmena,4537,Noun,,
circumaro,17604,Verb,,
mucius,4054,Noun,,
olitorius,17604,Adjective,,
trans–fugio,6032,Verb,,
boarius,10611,Adjective,,
congemino,12372,Verb,,
scenicus,7129,Adjective,,
pertraho,10611,Verb,,
pridem,3679,Adverb,,
cloelia,8017,Noun,,
primigenus,17604,Adjective,,
nemaeus,10611,Adjective,,
luna,14166,Noun,,
amphistomus,20965,Adjective,,
atrotus,20965,Adjective,,
lernaeus,8421,Adjective,,
typhon,11106,Noun,,
exintero,11106,Verb,,
erymanthius,12372,Adjective,,
eurystheus,5294,Noun,,
augias,14166,Noun,,
pensio,8421,Noun,,
bovilis,20965,Adjective,,
sub–rogo,17604,Verb,,
pasiphae,7827,Noun,,
abderus,20965,Noun,,
podargus,20965,Noun,,
lampon,15606,Noun,,
dinus,20965,Noun,,
otrere,20965,Noun,,
antiopa,9485,Noun,,
chrysaor,20965,Noun,,
trimembris,20965,Adjective,,
antaeus,8902,Noun,,
busiris,8659,Noun,,
infula,8216,Noun,,
clava,6512,Noun,,
cycnus,13204,Noun,,
cetus,11694,Noun,,
cremera,15606,Noun,,
megara,8902,Noun,,
therimachus,13204,Noun,,
ophites,13204,Noun,,
achelous,9796,Noun,,
deianira,6619,Noun,,
lemuria,14166,Noun,,
hippocoon,17604,Noun,,
erythia,17604,Noun,,
eurytus,11694,Noun,,
iole,7620,Noun,,
mamilius,14166,Noun,,
nessus,6619,Noun,,
eurytion,10611,Noun,,
dexamenus,15606,Noun,,
larva,7827,Noun,,
triceps,15606,Adjective,,
regillus,20965,Noun,,
cumae,7827,Noun,,
senium,4537,Noun,,
tripes,13204,Noun,,
omphale,17604,Noun,,
liguria,14166,Noun,,
hippodamia,8421,Noun,,
adrastus,10193,Noun,,
fulcrum,8659,Noun,,
humo,6512,Verb,,
euenus,14166,Noun,,
beryllus,10611,Noun,,
locupleto,6414,Verb,,
philtrum,11694,Noun,,
perungo,8902,Verb,,
lemures,11106,Noun,,
cincinnatus,9796,Noun,,
quam,10193,Idiom,,
oeneus,15606,Noun,,
properus,3393,Adjective,,
tugurium,7129,Noun,,
racilia,20965,Noun,,
lichas,5531,Noun,,
consaluto,7827,Verb,,
cacus,6882,Noun,,
petra,4405,Noun,,
coriolanus,7620,Adjective,,
philoctetes,10611,Noun,,
poeas,12372,Noun,,
pyra,6740,Noun,,
pervicacia,10193,Noun,,
aethra,8421,Noun,,
insomnium,8659,Noun,,
pubes,4814,Adjective,,
corynetes,20965,Noun,,
pityocamptes,20965,Noun,,
annona,3536,Noun,,
procrustes,13204,Noun,,
sciron,12372,Noun,,
bubulcus,8902,Noun,,
cercyon,20965,Noun,,
proverbium,5531,Noun,,
cremyon,20965,Noun,,
marathon,14166,Noun,,
gnosus,14166,Noun,,
eupalamus,20965,Noun,,
fabrica,7129,Noun,,
perdix,20965,Noun,,
serra,8659,Noun,,
bubulus,9796,Adjective,,
labyrinthus,10611,Noun,,
inextricabilis,10611,Adjective,,
semicoctus,20965,Adjective,,
pervolo,7285,Verb,,
cocalus,20965,Noun,,
belligero,9485,Verb,,
elysium,8659,Noun,,
androgeos,11694,Noun,,
licium,8421,Noun,,
phaedra,7620,Noun,,
silens,5458,Adjective,,
expavefacio,20965,Verb,,
lapideus,7827,Adjective,,
hades,20965,Noun,,
piscator,4981,Noun,,
induperator,17604,Noun,,
transveho,6512,Verb,,
charon,8659,Noun,,
sessio,13204,Noun,,
expostulo,6032,Verb,,
fuligo,8216,Noun,,
sirius,8216,Noun,,
calculator,15606,Noun,,
laius,8659,Noun,,
labdacus,14166,Noun,,
elysius,6512,Adjective,,
cirratus,12372,Noun,,
celaenaeus,17604,Adjective,,
iocasta,11694,Noun,,
laconia,20965,Noun,,
periboea,17604,Noun,,
polybus,9485,Noun,,
ovidius,8216,Noun,,
oedipus,6882,Noun,,
sphinx,9485,Noun,,
negotiosus,9184,Adjective,,
conticeo,17604,Verb,,
foruli,17604,Noun,,
eteocles,13204,Noun,,
polynices,12372,Noun,,
ismene,17604,Noun,,
draconteus,15606,Adjective,,
eunomus,20965,Noun,,
suppositio,17604,Noun,,
menoetes,11106,Noun,,
ductor,3656,Noun,,
capaneus,15606,Noun,,
amphiaraus,15606,Noun,,
eueres,17604,Noun,,
perterritus,5379,Adjective,,
cenaeum,20965,Noun,,
praenuntia,15606,Noun,,
haemon,11694,Noun,,
auguro,10193,Verb,,
demando,11694,Verb,,
davus,8017,Noun,,
octa,20965,Noun,,
altercatio,13204,Noun,,
venereus,5850,Adjective,,
ex–caeco,8659,Verb,,
thestius,17604,Noun,,
tyndareus,8659,Noun,,
clytaemnestra,8017,Noun,,
oebalus,14166,Noun,,
menelaus,3917,Noun,,
calvaria,17604,Noun,,
aphidnae,17604,Noun,,
ineptia,15606,Noun,,
gabienus,13204,Noun,,
colchis,9796,Noun,,
phisadie,20965,Noun,,
lynceus,9485,Noun,,
aphareus,20965,Noun,,
hilaira,15606,Noun,,
leucippus,15606,Noun,,
an–nuntio,8017,Verb,,
corfidius,17604,Noun,,
citharoedus,8659,Noun,,
fritillus,9184,Noun,,
argonautae,7010,Noun,,
asterope,20965,Noun,,
evarete,20965,Noun,,
sextarius,7827,Noun,,
diluceo,13204,Verb,,
luperci,5946,Noun,,
myrtilus,11694,Noun,,
mysia,9796,Noun,,
incitus,9184,Adjective,,
hylas,6512,Noun,,
peloponnesus,11106,Noun,,
hippalcus,20965,Noun,,
aeropa,20965,Noun,,
plisthenes,15606,Noun,,
salmydessus,20965,Noun,,
aegisthus,7285,Noun,,
thrasyllus,5531,Noun,,
aega,20965,Noun,,
charites,7285,Noun,,
tlepolemus,5946,Noun,,
thesprotus,12372,Noun,,
avernus,6619,Adjective,,
venaticus,9796,Adjective,,
sicyon,12372,Noun,,
inhorreo,11106,Verb,,
casu,7129,Adverb,,
frendo,8017,Verb,,
deliteo,20965,Verb,,
compressio,12372,Noun,,
acropodium,20965,Noun,,
cenaculum,8216,Noun,,
supino,9485,Verb,,
aufugio,7620,Verb,,
zethus,11694,Noun,,
nycteus,15606,Noun,,
circumcingo,20965,Verb,,
deorsum,5038,Adverb,,
hecuba,4918,Noun,,
cisseus,15606,Noun,,
prorsus,7620,Adjective,,
coniector,9184,Noun,,
con–scio,15606,Verb,,
athlon,17604,Noun,,
simonides,11106,Noun,,
antecello,7827,Verb,,
herceus,14166,Noun,,
cassandra,4814,Noun,,
eris,14166,Noun,,
elego,9184,Verb,,
deserta,6740,Noun,,
scius,17604,Adjective,,
thisadies,20965,Noun,,
obdormio,9485,Verb,,
pythius,7827,Adjective,,
euthymus,17604,Noun,,
ithaca,8017,Noun,,
laertes,9485,Noun,,
pilleus,8659,Noun,,
palamedes,5946,Noun,,
rubico(n),11106,Noun,,
lycomedes,12372,Noun,,
trames,4488,Noun,,
converro,9184,Verb,,
adiutorium,6740,Noun,,
crepitus,6032,Noun,,
classicum,8017,Noun,,
pertendo,13204,Verb,,
myrmidones,7452,Noun,,
aulis,8659,Noun,,
calchas,6619,Noun,,
iphigenia,10611,Noun,,
tauricus,14166,Adjective,,
demonassa,20965,Noun,,
lemnos,13204,Noun,,
serenitas,8659,Noun,,
damocles,13204,Noun,,
actor,13204,Noun,,
iphimachus,20965,Noun,,
dolopion,20965,Noun,,
assentator,9184,Noun,,
dominatus,7129,Noun,,
degusto,8421,Verb,,
textilis,8421,Adjective,,
stragulum,11694,Noun,,
chryseïs,17604,Noun,,
chryse,17604,Noun,,
abacus,11106,Noun,,
sminthe,17604,Noun,,
patroclus,7285,Noun,,
ministrator,14166,Noun,,
astrictus,17604,Adjective,,
telamonius,9485,Adjective,,
inclamo,9184,Verb,,
pollinctor,13204,Noun,,
abiurgo,20965,Verb,,
unctor,14166,Noun,,
libitinarius,14166,Noun,,
epeos,12372,Noun,,
thessandrus,17604,Noun,,
acamas,10611,Noun,,
thoas,9485,Noun,,
machaon,11694,Noun,,
neoptolemus,6882,Noun,,
triens,7285,Number,,
portitor,13204,Noun,,
vespertinus,6882,Adjective,,
designator,11106,Noun,,
sinon,9184,Noun,,
praefica,20965,Noun,,
lamentum,11694,Noun,,
capys,10611,Noun,,
histrio,4405,Noun,,
archimimus,20965,Noun,,
fraterculus,14166,Noun,,
antiphas,20965,Noun,,
thymbraeus,20965,Noun,,
intuor,10611,Verb,,
ilione,14166,Noun,,
polymnestor,11106,Noun,,
thrax,6512,Noun,,
deipylus,17604,Noun,,
astyanax,10193,Noun,,
andromache,5231,Noun,,
lustralis,10611,Adjective,,
electra,8902,Noun,,
elogium,9796,Noun,,
sculpo,5379,Verb,,
sit,20965,Idiom,,
maeotis,10611,Noun,,
aequiparo,9796,Verb,,
sextans,11106,Noun,,
polyxena,7827,Noun,,
adversarius,14166,Noun,,
libanus,5593,Noun,,
locrus,10193,Adjective,,
palladium,11106,Noun,,
capharis,17604,Adjective,,
nauplius,13204,Noun,,
fastus,12372,Adjective,,
maro,20965,Noun,,
ilias,7827,Noun,,
oeax,20965,Noun,,
strophius,13204,Noun,,
astyochea,20965,Noun,,
leguleius,20965,Noun,,
ithacus,7620,Adjective,,
pylades,6882,Noun,,
perendie,17604,Adverb,,
paululus,12372,Adjective,,
hypsipyle,9796,Noun,,
lotos,20965,Noun,,
satisdo,6619,Verb,,
quingenarius,17604,Adjective,,
ismarus,11106,Noun,,
lotophagus,15606,Adjective,,
lotos,9796,Noun,,
recuperator,3336,Noun,,
aquilius,4405,Noun,,
polyphemus,5231,Noun,,
telemus,17604,Noun,,
eurymus,20965,Noun,,
maro,4537,Noun,,
utis,17604,Noun,,
repertor,6512,Noun,,
perlustro,8659,Verb,,
follis,6740,Noun,,
laestrygon,14166,Noun,,
aenaria,20965,Noun,,
eurylochus,9485,Noun,,
iuvenalis,12372,Noun,,
cubitum,14166,Noun,,
nausithous,20965,Noun,,
asser,9184,Noun,,
avernus,9485,Adjective,,
incutio,4160,Verb,,
metreta,11694,Noun,,
elpenor,11694,Noun,,
sarracum,14166,Noun,,
ligusticus,17604,Adjective,,
anticlea,17604,Noun,,
erratio,17604,Noun,,
patella,7620,Noun,,
foculus,8659,Noun,,
strigilis,10611,Noun,,
gutus,12372,Noun,,
gallinaceus,8421,Adjective,,
novicius,9485,Adjective,,
porthmeus,15606,Noun,,
praetervehor,6619,Verb,,
caenosus,10611,Adjective,,
obturo,11694,Verb,,
pomerium,8421,Noun,,
lamenta,7010,Noun,,
faenus,4120,Noun,,
praeacutus,12372,Adjective,,
villicus,2676,Noun,,
obsorbeo,17604,Verb,,
condormio,20965,Verb,,
balatus,12372,Noun,,
restis,8216,Noun,,
enato,11106,Verb,,
calypso,9184,Noun,,
pythagoreus,8017,Adjective,,
matuta,14166,Noun,,
pessum,9796,Adverb,,
phaeaces,15606,Noun,,
nausicaa,15606,Noun,,
concinnus,8421,Adjective,,
saburra,13204,Noun,,
euryclia,20965,Noun,,
regium,11694,Noun,,
italus,7285,Adjective,,
canius,7129,Noun,,
cretosus,15606,Adjective,,
otior,14166,Verb,,
per–creb(r)esco,7452,Verb,,
argentaria,11106,Noun,,
tellus,17604,Noun,,
argentarius,13204,Adjective,,
opiparus,8659,Adjective,,
moerus,11106,Noun,,
cruci–figo,7285,Verb,,
nuptus,11694,Noun,,
selinuntius,13204,Noun,,
scalmus,15606,Noun,,
pluvia,4201,Noun,,
sonorus,6414,Adjective,,
phalaris,7620,Noun,,
stomachor,8902,Verb,,
saccus,5758,Noun,,
harmodius,11694,Noun,,
aristogiton,11106,Noun,,
scrofa,11694,Noun,,
porcellus,8902,Noun,,
prae–cello,8421,Verb,,
sanguinulentus,7452,Adjective,,
guberno,3237,Verb,,
progressus,9184,Noun,,
obsido,5850,Verb,,
falerii,17604,Noun,,
perflo,11694,Verb,,
inspuo,13204,Verb,,
denudo,8902,Verb,,
physiognomon,14166,Noun,,
zopyrus,14166,Noun,,
mactus,7827,Adjective,,
dilucidus,11106,Adjective,,
abhinc,6619,Adverb,,
gallus,4201,Adjective,,
accumbo,4814,Verb,,
epirotes,20965,Noun,,
exquisitus,8216,Adjective,,
nanneius,14166,Noun,,
quartusdecimus,17604,Number,,
cucullus,9184,Noun,,
indecens,9796,Adjective,,
semifultus,17604,Adjective,,
leitus,12372,Noun,,
evalesco,9485,Verb,,
pilentum,11694,Noun,,
camelus,5675,Noun,,
absurdus,4814,Adjective,,
consuo,11694,Verb,,
mappa,6116,Noun,,
commisceo,4455,Verb,,
albatus,10611,Adjective,,
septie(n)s,9485,Number,,
contumax,4488,Adjective,,
orbita,8659,Noun,,
bestiarius,11106,Adjective,,
androcles,11694,Noun,,
adulo,9485,Verb,,
demulceo,10611,Verb,,
contueor,9184,Verb,,
recognitio,15606,Noun,,
gratulabundus,20965,Adjective,,
proconsularis,8902,Adjective,,
latebrosus,8902,Adjective,,
commiseror,11106,Verb,,
introgredior,12372,Verb,,
mansuetus,7452,Adjective,,
accuro,7452,Verb,,
luctatio,15606,Noun,,
dentifrangibulum,15606,Noun,,
entellus,8421,Noun,,
obstupendus,12372,Adjective,,
dares,8421,Noun,,
intrepidus,4639,Adjective,,
agilitas,13204,Noun,,
dentilegus,17604,Noun,,
taratantara,20965,Interjection,,
rētīārius,13204,Noun,,
mirmillo,8421,Noun,,
fuscina,10611,Noun,,
papirius,7620,Noun,,
compavesco,20965,Verb,,
intemperies,9485,Noun,,
nausea,7827,Noun,,
aeschylus,11694,Noun,,
sophocles,8902,Noun,,
mercenarius,5038,Adjective,,
plato,2471,Noun,,
epicurus,3035,Noun,,
silvia,9184,Noun,,
quid,17604,Idiom,,
sub,20965,Idiom,,
villa,20965,Idiom,,
ad,20965,Idiom,,
brevi,20965,Idiom,,
ex,20965,Idiom,,
in,20965,Idiom,,
abite,20965,Idiom,,
in,20965,Idiom,,
in,20965,Idiom,,
menaechmus,10193,Noun,,
messenio,14166,Noun,,
sosicles,13204,Noun,,
descende,20965,Idiom,,
magna,20965,Idiom,,
babae,11106,Interjection,,
ad,20965,Idiom,,
syracusius,3889,Adjective,,
ferte,20965,Idiom,,
in,20965,Idiom,,
demea,5675,Noun,,
syrus,5531,Adjective,,
per,20965,Idiom,,
ctesipho,7827,Noun,,
ad,20965,Idiom,,
aeschinus,6512,Noun,,
ad,20965,Idiom,,
latinus,4016,Noun,,
rutulus,3237,Adjective,,
noli,20965,Idiom,,
secunda,20965,Idiom,,
metabus,9485,Noun,,
gerere,20965,Idiom,,
in,20965,Idiom,,
raedarius,15606,Noun,,
illa,20965,Idiom,,
se,20965,Idiom,,
sabidius,13204,Noun,,
iter,20965,Idiom,,
magno,20965,Idiom,,
cisium,13204,Noun,,
pyrrhus,12372,Noun,,
in,20965,Idiom,,
caupona,9796,Noun,,
nisi,20965,Idiom,,
cubitum,20965,Idiom,,
hic,20965,Idiom,,
quid,20965,Idiom,,
rem,20965,Idiom,,
in,20965,Idiom,,
licetne,20965,Idiom,,
media,20965,Idiom,,
animum,20965,Idiom,,
se,20965,Idiom,,
aquaductus,15606,Noun,,
excitatus,17604,Adjective,,
glis,12372,Noun,,
summa,20965,Idiom,,
omnia,20965,Idiom,,
rugosus,6740,Adjective,,
quo,20965,Idiom,,
themistocles,7620,Noun,,
idem,20965,Idiom,,
immo,20965,Idiom,,
consilium,17604,Idiom,,
virgilia,15606,Noun,,
quo,20965,Idiom,,
gallus,4814,Noun,,
pugnam,20965,Idiom,,
festinare,20965,Idiom,,
me,20965,Idiom,,
non,20965,Idiom,,
eo,20965,Idiom,,
quid,20965,Idiom,,
pluit,6116,Verb,,
commercium,4016,Noun,,
lucilius,1688,Noun,,
felicio,14166,Noun,,
adonis,8421,Noun,,
agrigentinus,7827,Adjective,,
mercimonium,12372,Noun,,
mullus,6116,Noun,,
psyche,3009,Noun,,
quintilis,14166,Adjective,,
hui,11694,Interjection,,
galatae,17604,Noun,,
organum,8902,Noun,,
hunus,14166,Adjective,,
conformo,7129,Verb,,
pirus,7827,Noun,,
asporto,6882,Verb,,
sed,7010,Idiom,,
pompaedius,15606,Noun,,
cratippus,8659,Noun,,
hippo(n),14166,Noun,,
caliga,11106,Noun,,
caligula,11106,Noun,,
miletus,7620,Noun,,
armorius,20965,Adjective,,
verulamium,12372,Noun,,
utica,4639,Noun,,
octavianus,4696,Adjective,,
non,7452,Idiom,,
philippensis,15606,Adjective,,
sēiānus,3035,Noun,,
camulodunum,9796,Noun,,
plautius,6312,Noun,,
trisantona,17604,Noun,,
sabrina,17604,Noun,,
londinium,6740,Noun,,
boudicca,7620,Noun,,
icenus,10611,Adjective,,
agricola,3108,Noun,,
brigantes,8659,Noun,,
caledonia,8902,Noun,,
graupius,15606,Noun,,
usipus,10193,Adjective,,
thule,9796,Noun,,
orcades,12372,Noun,,
verulamiensis,20965,Adjective,,
protus,14166,Noun,,
augustus,9485,Adjective,,
florens,17604,Adjective,,
eburacum,11694,Noun,,
aquae,14166,Noun,,
pictus,8421,Adjective,,
theodosius,10611,Noun,,
garrio,6116,Verb,,
umbricius,14166,Noun,,
herculaneum,20965,Noun,,
aemilianus,3501,Adjective,,
tucca,8659,Noun,,
pontillianus,6882,Noun,,
diaulus,15606,Noun,,
hermocrates,17604,Noun,,
thais,5531,Noun,,
laecania,15606,Noun,,
mamma,6116,Noun,,
peristylum,17604,Noun,,
ostiarius,8659,Noun,,
pirum,7285,Noun,,
gemmatus,9184,Adjective,,
margarita,6512,Noun,,
pecuniosus,7827,Adjective,,
sestertius,1781,Noun,,
tabernarius,10611,Noun,,
balo,9184,Verb,,
undecentum,20965,Number,,
petasus,14166,Noun,,
pullus,4639,Noun,,
undetriginta,15606,Number,,
frigeo,9184,Verb,,
bestiola,20965,Noun,,
mendum,14166,Noun,,
sexies,10611,Number,,
filiola,11694,Noun,,
tata,15606,Noun,,
vagio,9184,Verb,,
rogito,5294,Verb,,
denuo,4371,Adverb,,
brevi,14166,Adverb,,
paeninsula,20965,Noun,,
sursum,4455,Adverb,,
peculium,6882,Noun,,
salvo,8017,Verb,,
fabulor,6032,Verb,,
internus,7620,Adjective,,
mercatorius,14166,Adjective,,
quaterni,7010,Number,,
seni,5946,Number,,
circenses,12372,Noun,,
scalpellum,13204,Noun,,
explano,10611,Verb,,
qualitas,4120,Noun,,
scamnum,8902,Noun,,
fluxus,6312,Adjective,,
etiamtum,5758,Adverb,,
aequabilis,6740,Adjective,,
malevolentia,10193,Noun,,
algor,12372,Noun,,
profusus,8017,Adjective,,
aborigines,12372,Noun,,
coalesco,5675,Verb,,
opulentia,5675,Noun,,
insolesco,13204,Verb,,
intolerandus,7129,Adjective,,
fallacia,5593,Noun,,
ducto,8017,Verb,,
luxuriosus,5379,Adjective,,
voluptarius,9184,Adjective,,
insuesco,8659,Verb,,
humana,5102,Noun,,
ex–aedifico,12372,Verb,,
ganea,9184,Noun,,
antecapio,11106,Verb,,
stipator,9485,Noun,,
orestilla,14166,Noun,,
vecordia,8902,Noun,,
illicio,5231,Verb,,
signator,13204,Noun,,
torpesco,9184,Verb,,
gratuito,12372,Adverb,,
sullanus,5593,Adjective,,
figulus,15606,Noun,,
autronius,6414,Noun,,
vargunteius,12372,Noun,,
tetrarches,8659,Noun,,
coaequo,9796,Verb,,
toreuma,8216,Noun,,
sittius,9184,Noun,,
nucerinus –a,12372,Adjective,,
fulvia,11106,Noun,,
sempronia,15606,Noun,,
abiuro,9796,Verb,,
camers,13204,Adjective,,
intempestus,6619,Adjective,,
saenius,20965,Noun,,
expurgo,12372,Verb,,
sicubi,7129,Conjunction,,
assido,9485,Verb,,
inquilinus,10611,Noun,,
prope–diem,10611,Adverb,,
fenerator,6882,Noun,,
opitulor,7827,Verb,,
aretinus,10611,Adjective,,
gregarius –a,6740,Adjective,,
pollicitor,15606,Verb,,
sanga,15606,Noun,,
portatio,20965,Noun,,
langueo,3656,Verb,,
crotoniensis,15606,Adjective,,
tarracinensis,13204,Noun,,
spinther,14166,Noun,,
calamitosus,4757,Adjective,,
pontificatus,9485,Noun,,
collibuit,12372,Verb,,
aequum,2787,Noun,,
supervacaneus,10611,Adjective,,
damasippus,10193,Noun,,
malefacio,7285,Verb,,
tres–viri,15606,Noun,,
tullianum,20965,Noun,,
camera,10611,Noun,,
incultus,15606,Noun,,
sparus,17604,Noun,,
